PGA_scaffold14__49_contigs__length_6382615	467466	467468	-33.270312197013766	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	466323	468322	.	-	.	ID=M_mag.00g143900-v1.0.a1;Name=M_mag.00g143900;
PGA_scaffold14__49_contigs__length_6382615	887336	887338	33.23863636363637	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	887213	889212	.	+	.	ID=M_mag.00g144210-v1.0.a1;Name=M_mag.00g144210;
PGA_scaffold14__49_contigs__length_6382615	1034168	1034170	26.021742121921008	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	1032398	1034397	.	-	.	ID=M_mag.00g144320-v1.0.a1;Name=M_mag.00g144320;
PGA_scaffold14__49_contigs__length_6382615	1508860	1508862	-29.34053388406429	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	1507847	1509846	.	-	.	ID=M_mag.00g144660-v1.0.a1;Name=M_mag.00g144660;
PGA_scaffold14__49_contigs__length_6382615	3011124	3011126	-35.356695869837296	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	3010600	3012599	.	+	.	ID=M_mag.00g145560-v1.0.a1;Name=M_mag.00g145560;
PGA_scaffold14__49_contigs__length_6382615	4160211	4160213	-28.07386629266012	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	4159913	4161912	.	+	.	ID=M_mag.00g146360-v1.0.a1;Name=M_mag.00g146360;
PGA_scaffold14__49_contigs__length_6382615	4160265	4160267	-25.06699197750393	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	4159913	4161912	.	+	.	ID=M_mag.00g146360-v1.0.a1;Name=M_mag.00g146360;
PGA_scaffold14__49_contigs__length_6382615	4160395	4160397	35.66176470588235	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	4159913	4161912	.	+	.	ID=M_mag.00g146360-v1.0.a1;Name=M_mag.00g146360;
PGA_scaffold14__49_contigs__length_6382615	5928943	5928945	-27.125506072874494	PGA_scaffold14__49_contigs__length_6382615	GenSAS_6448195bde6ca-publish	gene	5928360	5930359	.	-	.	ID=M_mag.00g147890-v1.0.a1;Name=M_mag.00g147890;
PGA_scaffold15__74_contigs__length_14466968	517701	517703	35.54372447141715	PGA_scaffold15__74_contigs__length_14466968	GenSAS_6448195bde6ca-publish	gene	517565	519564	.	-	.	ID=M_mag.00g148670-v1.0.a1;Name=M_mag.00g148670;
PGA_scaffold15__74_contigs__length_14466968	1408729	1408731	26.549951434460212	PGA_scaffold15__74_contigs__length_14466968	GenSAS_6448195bde6ca-publish	gene	1407779	1409778	.	+	.	ID=M_mag.00g149290-v1.0.a1;Name=M_mag.00g149290;
PGA_scaffold15__74_contigs__length_14466968	13850078	13850080	-27.634270522111155	PGA_scaffold15__74_contigs__length_14466968	GenSAS_6448195bde6ca-publish	gene	13849464	13851463	.	-	.	ID=M_mag.00g157460-v1.0.a1;Name=M_mag.00g157460;
PGA_scaffold15__74_contigs__length_14466968	13850084	13850086	-28.626151630807083	PGA_scaffold15__74_contigs__length_14466968	GenSAS_6448195bde6ca-publish	gene	13849464	13851463	.	-	.	ID=M_mag.00g157460-v1.0.a1;Name=M_mag.00g157460;
PGA_scaffold15__74_contigs__length_14466968	13850965	13850967	25.528089887640448	PGA_scaffold15__74_contigs__length_14466968	GenSAS_6448195bde6ca-publish	gene	13849464	13851463	.	-	.	ID=M_mag.00g157460-v1.0.a1;Name=M_mag.00g157460;
PGA_scaffold16__99_contigs__length_13714835	11249191	11249193	34.138209739341285	PGA_scaffold16__99_contigs__length_13714835	GenSAS_6448195bde6ca-publish	gene	11247990	11249989	.	+	.	ID=M_mag.00g165040-v1.0.a1;Name=M_mag.00g165040;
PGA_scaffold17__171_contigs__length_27881435	2073676	2073678	-25.778496620441093	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	2071747	2073746	.	+	.	ID=M_mag.00g168420-v1.0.a1;Name=M_mag.00g168420;
PGA_scaffold17__171_contigs__length_27881435	4310841	4310843	-28.34563054220538	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	4310148	4312147	.	-	.	ID=M_mag.00g169840-v1.0.a1;Name=M_mag.00g169840;
PGA_scaffold17__171_contigs__length_27881435	5723913	5723915	34.2466564090425	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	5723252	5725251	.	+	.	ID=M_mag.00g170900-v1.0.a1;Name=M_mag.00g170900;
PGA_scaffold17__171_contigs__length_27881435	27023298	27023300	25.119644209542525	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	27022416	27024415	.	-	.	ID=M_mag.00g184460-v1.0.a1;Name=M_mag.00g184460;
PGA_scaffold17__171_contigs__length_27881435	27023819	27023821	27.9019929019929	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	27022416	27024415	.	-	.	ID=M_mag.00g184460-v1.0.a1;Name=M_mag.00g184460;
PGA_scaffold17__171_contigs__length_27881435	27023977	27023979	35.32880518678605	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	27022416	27024415	.	-	.	ID=M_mag.00g184460-v1.0.a1;Name=M_mag.00g184460;
PGA_scaffold17__171_contigs__length_27881435	27023983	27023985	27.98701298701298	PGA_scaffold17__171_contigs__length_27881435	GenSAS_6448195bde6ca-publish	gene	27022416	27024415	.	-	.	ID=M_mag.00g184460-v1.0.a1;Name=M_mag.00g184460;
PGA_scaffold18__98_contigs__length_15388888	2621251	2621253	26.738808561975613	PGA_scaffold18__98_contigs__length_15388888	GenSAS_6448195bde6ca-publish	gene	2620304	2622303	.	-	.	ID=M_mag.00g187990-v1.0.a1;Name=M_mag.00g187990;
PGA_scaffold18__98_contigs__length_15388888	3232216	3232218	35.978818998716314	PGA_scaffold18__98_contigs__length_15388888	GenSAS_6448195bde6ca-publish	gene	3230831	3232830	.	+	.	ID=M_mag.00g188500-v1.0.a1;Name=M_mag.00g188500;
PGA_scaffold18__98_contigs__length_15388888	9057640	9057642	-31.423471150524012	PGA_scaffold18__98_contigs__length_15388888	GenSAS_6448195bde6ca-publish	gene	9055755	9057754	.	+	.	ID=M_mag.00g193020-v1.0.a1;Name=M_mag.00g193020;
PGA_scaffold18__98_contigs__length_15388888	9057654	9057656	-28.03516592846278	PGA_scaffold18__98_contigs__length_15388888	GenSAS_6448195bde6ca-publish	gene	9055755	9057754	.	+	.	ID=M_mag.00g193020-v1.0.a1;Name=M_mag.00g193020;
PGA_scaffold18__98_contigs__length_15388888	9057684	9057686	-27.4728920902244	PGA_scaffold18__98_contigs__length_15388888	GenSAS_6448195bde6ca-publish	gene	9055755	9057754	.	+	.	ID=M_mag.00g193020-v1.0.a1;Name=M_mag.00g193020;
PGA_scaffold18__98_contigs__length_15388888	9989658	9989660	29.958117762995805	PGA_scaffold18__98_contigs__length_15388888	GenSAS_6448195bde6ca-publish	gene	9987673	9989672	.	-	.	ID=M_mag.00g193870-v1.0.a1;Name=M_mag.00g193870;
PGA_scaffold19__65_contigs__length_13296201	4679402	4679404	-33.94708994708995	PGA_scaffold19__65_contigs__length_13296201	GenSAS_6448195bde6ca-publish	gene	4678358	4680357	.	-	.	ID=M_mag.00g199630-v1.0.a1;Name=M_mag.00g199630;
PGA_scaffold19__65_contigs__length_13296201	5259711	5259713	25.37120497502009	PGA_scaffold19__65_contigs__length_13296201	GenSAS_6448195bde6ca-publish	gene	5259027	5261026	.	+	.	ID=M_mag.00g199890-v1.0.a1;Name=M_mag.00g199890;
PGA_scaffold19__65_contigs__length_13296201	7233720	7233722	-29.422736596549093	PGA_scaffold19__65_contigs__length_13296201	GenSAS_6448195bde6ca-publish	gene	7232446	7234445	.	-	.	ID=M_mag.00g200900-v1.0.a1;Name=M_mag.00g200900;
PGA_scaffold19__65_contigs__length_13296201	12391130	12391132	25.654442994753357	PGA_scaffold19__65_contigs__length_13296201	GenSAS_6448195bde6ca-publish	gene	12390290	12392289	.	+	.	ID=M_mag.00g204290-v1.0.a1;Name=M_mag.00g204290;
PGA_scaffold19__65_contigs__length_13296201	12520059	12520061	25.347101700798337	PGA_scaffold19__65_contigs__length_13296201	GenSAS_6448195bde6ca-publish	gene	12519047	12521046	.	+	.	ID=M_mag.00g204380-v1.0.a1;Name=M_mag.00g204380;
PGA_scaffold1__111_contigs__length_23635802	11923960	11923962	27.18263331760264	PGA_scaffold1__111_contigs__length_23635802	GenSAS_6448195bde6ca-publish	gene	11922367	11924366	.	-	.	ID=M_mag.00g009290-v1.0.a1;Name=M_mag.00g009290;
PGA_scaffold1__111_contigs__length_23635802	14216914	14216916	-26.85521338444743	PGA_scaffold1__111_contigs__length_23635802	GenSAS_6448195bde6ca-publish	gene	14216572	14218571	.	-	.	ID=M_mag.00g010610-v1.0.a1;Name=M_mag.00g010610;
PGA_scaffold20__42_contigs__length_7444180	2244203	2244205	26.74487969775303	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	2243032	2245031	.	+	.	ID=M_mag.00g206330-v1.0.a1;Name=M_mag.00g206330;
PGA_scaffold20__42_contigs__length_7444180	2630126	2630128	31.447847504819016	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	2629698	2631697	.	+	.	ID=M_mag.00g206620-v1.0.a1;Name=M_mag.00g206620;
PGA_scaffold20__42_contigs__length_7444180	2643802	2643804	-25.75111542000139	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	2643384	2645383	.	-	.	ID=M_mag.00g206640-v1.0.a1;Name=M_mag.00g206640;
PGA_scaffold20__42_contigs__length_7444180	3132625	3132627	35.767088607594935	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	3131559	3133558	.	+	.	ID=M_mag.00g207010-v1.0.a1;Name=M_mag.00g207010;
PGA_scaffold20__42_contigs__length_7444180	3365438	3365440	28.741855882405154	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	3364852	3366851	.	-	.	ID=M_mag.00g207200-v1.0.a1;Name=M_mag.00g207200;
PGA_scaffold20__42_contigs__length_7444180	3365492	3365494	-32.840969311557544	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	3364852	3366851	.	-	.	ID=M_mag.00g207200-v1.0.a1;Name=M_mag.00g207200;
PGA_scaffold20__42_contigs__length_7444180	5653229	5653231	26.254332398085488	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	5652211	5654210	.	-	.	ID=M_mag.00g208930-v1.0.a1;Name=M_mag.00g208930;
PGA_scaffold20__42_contigs__length_7444180	7113236	7113238	28.762980714367224	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	7111449	7113448	.	+	.	ID=M_mag.00g209970-v1.0.a1;Name=M_mag.00g209970;
PGA_scaffold20__42_contigs__length_7444180	7174823	7174825	-26.82533634258581	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	7172875	7174874	.	-	.	ID=M_mag.00g209990-v1.0.a1;Name=M_mag.00g209990;
PGA_scaffold20__42_contigs__length_7444180	7174823	7174825	-26.82533634258581	PGA_scaffold20__42_contigs__length_7444180	GenSAS_6448195bde6ca-publish	gene	7173813	7175812	.	-	.	ID=M_mag.00g210000-v1.0.a1;Name=M_mag.00g210000;
PGA_scaffold21__67_contigs__length_16858916	2876262	2876264	-33.6383405821345	PGA_scaffold21__67_contigs__length_16858916	GenSAS_6448195bde6ca-publish	gene	2876085	2878084	.	+	.	ID=M_mag.00g212030-v1.0.a1;Name=M_mag.00g212030;
PGA_scaffold21__67_contigs__length_16858916	3099725	3099727	35.28961292119187	PGA_scaffold21__67_contigs__length_16858916	GenSAS_6448195bde6ca-publish	gene	3098669	3100668	.	-	.	ID=M_mag.00g212280-v1.0.a1;Name=M_mag.00g212280;
PGA_scaffold22__59_contigs__length_10008237	3967409	3967411	33.12111612038503	PGA_scaffold22__59_contigs__length_10008237	GenSAS_6448195bde6ca-publish	gene	3966612	3968611	.	-	.	ID=M_mag.00g222930-v1.0.a1;Name=M_mag.00g222930;
PGA_scaffold22__59_contigs__length_10008237	3967427	3967429	30.461033322479107	PGA_scaffold22__59_contigs__length_10008237	GenSAS_6448195bde6ca-publish	gene	3966612	3968611	.	-	.	ID=M_mag.00g222930-v1.0.a1;Name=M_mag.00g222930;
PGA_scaffold22__59_contigs__length_10008237	5940176	5940178	26.00219714371318	PGA_scaffold22__59_contigs__length_10008237	GenSAS_6448195bde6ca-publish	gene	5938484	5940483	.	+	.	ID=M_mag.00g224410-v1.0.a1;Name=M_mag.00g224410;
PGA_scaffold22__59_contigs__length_10008237	5940221	5940223	-40.14091446590461	PGA_scaffold22__59_contigs__length_10008237	GenSAS_6448195bde6ca-publish	gene	5938484	5940483	.	+	.	ID=M_mag.00g224410-v1.0.a1;Name=M_mag.00g224410;
PGA_scaffold22__59_contigs__length_10008237	6721503	6721505	32.147084787929856	PGA_scaffold22__59_contigs__length_10008237	GenSAS_6448195bde6ca-publish	gene	6719516	6721515	.	+	.	ID=M_mag.00g224960-v1.0.a1;Name=M_mag.00g224960;
PGA_scaffold22__59_contigs__length_10008237	6759710	6759712	27.47058823529412	PGA_scaffold22__59_contigs__length_10008237	GenSAS_6448195bde6ca-publish	gene	6759376	6761375	.	-	.	ID=M_mag.00g224990-v1.0.a1;Name=M_mag.00g224990;
PGA_scaffold23__65_contigs__length_9586800	7097647	7097649	-32.292252107587316	PGA_scaffold23__65_contigs__length_9586800	GenSAS_6448195bde6ca-publish	gene	7097305	7099304	.	+	.	ID=M_mag.00g232420-v1.0.a1;Name=M_mag.00g232420;
PGA_scaffold23__65_contigs__length_9586800	7644052	7644054	29.90864260356463	PGA_scaffold23__65_contigs__length_9586800	GenSAS_6448195bde6ca-publish	gene	7642538	7644537	.	+	.	ID=M_mag.00g232840-v1.0.a1;Name=M_mag.00g232840;
PGA_scaffold23__65_contigs__length_9586800	7687289	7687291	28.463203463203467	PGA_scaffold23__65_contigs__length_9586800	GenSAS_6448195bde6ca-publish	gene	7686823	7688822	.	+	.	ID=M_mag.00g232910-v1.0.a1;Name=M_mag.00g232910;
PGA_scaffold23__65_contigs__length_9586800	8000250	8000252	-51.101866035371124	PGA_scaffold23__65_contigs__length_9586800	GenSAS_6448195bde6ca-publish	gene	7999970	8001969	.	+	.	ID=M_mag.00g233170-v1.0.a1;Name=M_mag.00g233170;
PGA_scaffold23__65_contigs__length_9586800	8091540	8091542	-26.867723716357233	PGA_scaffold23__65_contigs__length_9586800	GenSAS_6448195bde6ca-publish	gene	8090134	8092133	.	-	.	ID=M_mag.00g233240-v1.0.a1;Name=M_mag.00g233240;
PGA_scaffold23__65_contigs__length_9586800	8091540	8091542	-26.867723716357233	PGA_scaffold23__65_contigs__length_9586800	GenSAS_6448195bde6ca-publish	gene	8090877	8092876	.	-	.	ID=M_mag.00g233250-v1.0.a1;Name=M_mag.00g233250;
PGA_scaffold24__25_contigs__length_9615596	1598317	1598319	-30.441135115969136	PGA_scaffold24__25_contigs__length_9615596	GenSAS_6448195bde6ca-publish	gene	1598012	1600011	.	-	.	ID=M_mag.00g234910-v1.0.a1;Name=M_mag.00g234910;
PGA_scaffold25__121_contigs__length_9021638	5658382	5658384	-25.162037037037038	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	5657095	5659094	.	-	.	ID=M_mag.00g245350-v1.0.a1;Name=M_mag.00g245350;
PGA_scaffold25__121_contigs__length_9021638	5804894	5804896	-26.32239471971739	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	5803192	5805191	.	-	.	ID=M_mag.00g245500-v1.0.a1;Name=M_mag.00g245500;
PGA_scaffold25__121_contigs__length_9021638	5804896	5804898	-31.338035010005637	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	5803192	5805191	.	-	.	ID=M_mag.00g245500-v1.0.a1;Name=M_mag.00g245500;
PGA_scaffold25__121_contigs__length_9021638	5804973	5804975	25.621173689592435	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	5803192	5805191	.	-	.	ID=M_mag.00g245500-v1.0.a1;Name=M_mag.00g245500;
PGA_scaffold25__121_contigs__length_9021638	6228406	6228408	41.57524613220816	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	6227393	6229392	.	+	.	ID=M_mag.00g245790-v1.0.a1;Name=M_mag.00g245790;
PGA_scaffold25__121_contigs__length_9021638	6778135	6778137	33.393442622950815	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	6777502	6779501	.	+	.	ID=M_mag.00g246070-v1.0.a1;Name=M_mag.00g246070;
PGA_scaffold25__121_contigs__length_9021638	7449360	7449362	39.99224775117954	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	7448532	7450531	.	+	.	ID=M_mag.00g246500-v1.0.a1;Name=M_mag.00g246500;
PGA_scaffold25__121_contigs__length_9021638	7859766	7859768	-26.83085465770978	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	7859279	7861278	.	+	.	ID=M_mag.00g246780-v1.0.a1;Name=M_mag.00g246780;
PGA_scaffold25__121_contigs__length_9021638	7862667	7862669	27.545016937065427	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	7861026	7863025	.	+	.	ID=M_mag.00g246790-v1.0.a1;Name=M_mag.00g246790;
PGA_scaffold25__121_contigs__length_9021638	8423338	8423340	-28.4846771845076	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	8422742	8424741	.	+	.	ID=M_mag.00g247270-v1.0.a1;Name=M_mag.00g247270;
PGA_scaffold25__121_contigs__length_9021638	8706949	8706951	26.708048127205476	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	8706614	8708613	.	-	.	ID=M_mag.00g247580-v1.0.a1;Name=M_mag.00g247580;
PGA_scaffold25__121_contigs__length_9021638	8998520	8998522	27.395354855405323	PGA_scaffold25__121_contigs__length_9021638	GenSAS_6448195bde6ca-publish	gene	8997194	8999193	.	+	.	ID=M_mag.00g247790-v1.0.a1;Name=M_mag.00g247790;
PGA_scaffold26__34_contigs__length_3174094	72642	72644	-32.594963782581424	PGA_scaffold26__34_contigs__length_3174094	GenSAS_6448195bde6ca-publish	gene	71859	73858	.	-	.	ID=M_mag.00g247870-v1.0.a1;Name=M_mag.00g247870;
PGA_scaffold26__34_contigs__length_3174094	317374	317376	-26.929824561403503	PGA_scaffold26__34_contigs__length_3174094	GenSAS_6448195bde6ca-publish	gene	315454	317453	.	+	.	ID=M_mag.00g248040-v1.0.a1;Name=M_mag.00g248040;
PGA_scaffold26__34_contigs__length_3174094	317380	317382	-33.882415254237294	PGA_scaffold26__34_contigs__length_3174094	GenSAS_6448195bde6ca-publish	gene	315454	317453	.	+	.	ID=M_mag.00g248040-v1.0.a1;Name=M_mag.00g248040;
PGA_scaffold26__34_contigs__length_3174094	317383	317385	-29.05173064277938	PGA_scaffold26__34_contigs__length_3174094	GenSAS_6448195bde6ca-publish	gene	315454	317453	.	+	.	ID=M_mag.00g248040-v1.0.a1;Name=M_mag.00g248040;
